,갈릭샤우롤스,garlic shau rolls,カルリクシャウロルス,蒜汁热狗
,갈릭디핑소스,garlic dipping sauce,カルリクティピンソス,蒜香奶油酱
,갈릭불고기볶음밥,garlic bulgogi bokkeumbap,カルリクプルゴギ・ボクンバプ,蒜味烤牛肉炒饭
,카레부대찌개,curry budaejjigae,カレ・ブデチゲ,咖喱部队锅
,카레덮밥,curry deopbap,カレドッパプ,咖喱盖饭
,카레덮밥,curry deopbap,カレドッパプ,咖喱盖饭
,카레돈가스,curry dongaseu,カレドンカス,咖喱炸猪排
,카레돈가스,curry dongaseu,カレドンカス,咖喱炸猪排
,카레해물죽,curry haemul juk,カレヘムルジュク,咖喱海鲜粥
,카레라이스,curry rice,カレライス,咖喱饭
,간고등어구이,gan godeungeo gui,カンゴドゥンオグイ,烤青花鱼
,간고등어백반,gan godeungeo baekban,カンゴドゥンオベクパン,烤青花鱼家常套餐
,간재미무침,ganjaemi muchim,カンジェミムチム,凉拌鳐鱼
,간장,ganjang,カンジャン,酱油
,간장게장,ganjang gejang,カンジャン・ゲジャン,酱蟹
,간장게장,Ganjang-gejang,カンジャン・ゲジャン,酱蟹
,간장 닭불고기,ganjang dak bulgogi,カンジャン・ダクプルゴギ,酱汁烤鸡肉
,간장게장정식,ganjang gejang jeongsik,カンジャンゲジャン・ジョンシク,酱蟹套餐
,간장게장백반,ganjang gejang baekban,カンジャンケジャンベクパン,酱蟹家常套餐
,간장겉절이,ganjang geotjeori,カンジャンゴッチョリ,酱油拌鲜辣白菜
,깐쇼가재,ganshao gajae,カンショガジェ,干烧鳌虾
,깐쇼새우,ganshao saeu,カンショセウ,干烧虾
,깐쇼명하,ganshao myeongha,カンショミョンハ,干烧明虾
,강정,gangjeong,カンジョン,江米块
,강정꼬치,gangjeong kkochi,カンジョンコチ,辣炸鸡块串
,간단식사,gandan siksa,カンダンシクサ,简餐
,간자장,gan jajang,カンチャジャン,干炸酱面
,강된장,gangdoenjang ,カンデンジャン,调味大酱
,강된장정식,gangdoenjang jeongsik,カンデンジャン・ジョンシク,调味大酱套餐
,깜바(감자볼),kkamba (gamja ball),カンバ（カムジャボル）,土豆球
,깜파뉴,campagne ,カンパニュ,法式乡村面包
,깐풍우육,ganpeng uyuk,カンプンウユク,干烹牛肉
,깐풍가재,ganpeng gajae,カンプンガジェ,干烹螯虾
,깐풍기,kkanpunggi,カンプンギ,干烹鸡
,깐풍관자,ganpeng gwanja,カンプングァンジャ,干烹干贝
,깐풍게살,ganpeng gesal,カンプンゲサル,干烹蟹肉
,깐풍전복,ganpeng jeonbok,カンプンジョンボク,干烹鲍鱼
,깐풍새우,ganpeng saeu,カンプンセウ,干烹虾
,깐풍닭날개,ganpeng dak nalgae,カンプンダンナルゲ,干烹鸡翅
,깐풍비파,ganpeng bipa,カンプンビパ,干烹秕杷
,깐풍명하,ganpeng myeongha,カンプンミョンハ,干烹明虾
,깐풍육,ganpeng yuk,カンプンユク,干烹猪肉
,깐풍왕게살,ganpeng wanggesal,カンプンワンゲサル,干烹大蟹肉
,감말랭이,gam mallaengi,カンマルレンイ,柿片干
,기아해삼,gia haesam,キアヘサム,起亚海参
,키위,kiwi,キウィ,猕猴桃
,키위주스,kiwi juice,キウィジュス,猕猴桃汁
,키위생크림와플,kiwi saeng cream waffle,キウィセンクリム・ワプル,猕猴桃鲜奶油华夫饼
,기사백반,gisa baekban,キサベクパン,司机家常套餐
,키조개그라탕,kijogae gratin,キジョゲグラタン,意式焗牛角蛤
,키조개회,kijogae hoe,キジョゲフェ,牛角蛤刺身
,키스틱,Kisstick,キスティク,乐天鱼肉肠
,기스면,giseumyeon,キスミョン,鸡丝面
,키쯔네우동,kitsune udon,キツネウドン,狐狸乌冬面
,기내식,ginaesik ,キネシク,机内餐
,기내식비빔밥,ginaesik bibimbap,キネシクピビンパプ ,机内餐拌饭
,기네스,Guinness,キネス,吉尼斯
,김,gim,キム,海苔
,김구이,gim gui,キムグイ,烤紫菜
,김쌈밥&참치소스,gim ssambap & chamchi sauce,キムサンパプ＆チャムチソス,紫菜包饭和金枪鱼酱
,김주먹밥,gim jumeokbap,キムジュモクパプ,紫菜饭团
,김치,kimchi,キムチ,泡菜
,김치알밥,kimchi al bap,キムチ・アルバプ,泡菜鱼子饭
,김치우동,kimchi udon,キムチ・ウドン,泡菜乌冬面
,김치우동,kimchi udon,キムチ・ウドン,泡菜乌冬面
,김치칼국수,kimchi kalguksu,キムチ・カルグクス,泡菜刀切面
,김치칼국수 ,kimchi kalguksu,キムチ・カルグクス,泡菜刀切面
,김치갈비찌개,kimchi galbi jjigae,キムチ・ガルビチゲ,排骨泡菜汤
,김치국밥,kimchi gukbap,キムチ・グクパプ,泡菜汤饭
,김치삼겹살찜,kimchi samgyeopsal jjim,キムチ・サムギョプサルチム,泡菜炖五花肉
,김치잔치국수,kimchi janchi guksu,キムチ・ジャンチグクス,泡菜喜面
,김치전골,kimchi jeongol,キムチ・ジョンゴル,泡菜火锅
,김치수제비,kimchi sujebi,キムチ・スジェビ,泡菜面片汤
,김치순두부,kimchi sundubu,キムチ・スンドゥブ,泡菜嫩豆腐锅
,김치덮밥,kimchi deopbap,キムチ・ドッパプ,泡菜盖饭
,김치냉말이국수,kimchi naengmari guksu,キムチ・ネンマリグクス,泡菜冷汤面
,김치부대찌개,kimchi budaejjigae,キムチ・ブデチゲ,泡菜部队锅
,김치해장국,kimchi haejangguk,キムチ・ヘジャンクク,泡菜醒酒汤
,김치볶음밥,kimchi bokkeumbap,キムチ・ボクンバプ,泡菜炒饭
,김치볶음밥,Kimchi-bokkeum-bap,キムチ・ボクンバプ,泡菜炒饭
,김치아귀전골,kimchi agwi jeongol,キムチアグィ・ジョンゴル,泡菜安康鱼火锅
,김치어묵우동,kimchi eomuk udon,キムチオムク・ウドン,泡菜鱼糕乌冬面
,김치김밥,kimchi gimbap,キムチギンパプ,泡菜紫菜包饭
,김치고기전골,kimchi gogi jeongol,キムチゴギ・ジョンゴル,猪/牛肉泡菜火锅
,김치꼬지우동,kimchi kkoji udon,キムチコジウドン,泡菜鱼丸串乌冬面
,김치고등어조림,kimchi godeungeo jorim,キムチゴドゥンオ・ジョリム,泡菜炖青花鱼
,김치제육덮밥,kimchi jeyuk deopbap,キムチジェユク・トッパプ,泡菜辣炒猪肉盖饭
,김치주물럭비빔밥,kimchi jumulleok bibimbap,キムチジュムルロク・ピビンパプ,调味泡菜拌饭
,김치전,kimchi jeon,キムチジョン,泡菜煎饼
,김치순대,kimchi sundae,キムチスンデ,泡菜血肠
,김치생우동,kimchi saeng udon,キムチセンウドン,泡菜鲜乌冬面
,김치손만두,kimchi son mandu,キムチソンマンドゥ,手工泡菜饺子
,김치찌개,kimchi jjigae,キムチチゲ,泡菜汤
,김치찌개,Kimchi-jjigae,キムチチゲ,泡菜汤
,김치찌개백반,kimchi jjigae baekban,キムチチゲベクパン,泡菜汤家常套餐
,김치치즈도리아,kimchi cheese doria,キムチチズ・ドリア,泡菜奶酪焗饭
,김치치즈돌솥비빔밥,kimchi cheese dolsot bibimbap,キムチチズ・ドルソッ・ピビンパプ,泡菜奶酪石锅拌饭
,김치치즈불판덮밥,kimchi cheese bulpan deopbap,キムチチズ・ブルパン・ドッパプ,烤板泡菜奶酪盖饭
,김치찜,kimchi jjim,キムチチム,炖泡菜
,김치참치전골,kimchi chamchi jeongol,キムチチャムチ・ジョンゴル,金枪鱼泡菜火锅
,김치참치라면,kimchi chamchi ramyeon,キムチチャムチ・ラミョン,泡菜金枪鱼方便面
,김치철판볶음밥,kimchi cheolpan bokkeumbap,キムチチョルパン・ボクンバプ,铁板泡菜炒饭
,김치찐만두,kimchi jjin mandu,キムチチンマンドゥ,泡菜蒸饺
,김치찜만두,kimchi jjim mandu,キムチチンマンドゥ,泡菜蒸饺
,김치돼지찌개,kimchi dwaeji jjigae,キムチデジチゲ,猪肉泡菜汤
,김치동정식,kimchi don jeongsik,キムチドン・ジョンシク,日式泡菜盖饭套餐
,김치돈주먹밥,kimchi don jumeokbap,キムチドンチュモクパプ,泡菜猪肉饭团
,김치떡라면,kimchi tteok ramyeon,キムチトンラミョン,泡菜年糕方便面
,김치나베정식,kimchi nabe jeongsik,キムチナベ・ジョンシク,泡菜锅烧乌冬面套餐
,김치나베우동,kimchi nabe udon,キムチナベウドン,泡菜锅烧乌冬面
,김치날치알밥,kimchi nalchial bap,キムチナルチ・アルバプ,泡菜飞鱼子饭
,김치냄비전골,kimchi naembi jeongol,キムチネンビ・ジョンゴル,铝锅泡菜火锅
,김치냄비우동,kimchi naembi udon,キムチネンビウドン,泡菜锅烧乌冬面
,김치항아리수제비,kimchi hangari sujebi,キムチハンアリ・スジェビ,坛装泡菜面片汤
,김치불갈비밥샌드,kimchi bulgalbi bapsand,キムチブルガルビ・バプセンドゥ,泡菜烤排骨米饭三明治
,김치불고기밥샌드,kimchi-bulgogi-bapsand,キムチブルゴギ・バプセンドゥ,泡菜烤牛肉米饭三明治
,김치햄버거스테이크,kimchi Hamburg steak,キムチヘンボゴ・ステイク,泡菜汉堡牛排
,김치볶음덮밥,kimchi bokkeum deopbap,キムチボクム・ドッパプ,炒泡菜盖饭
,김치보쌈,kimchi bossam,キムチボサム,泡菜包肉
,김치버섯국밥,kimchi beoseot gukbap,キムチボソッ・ククパプ,泡菜蘑菇汤饭
,김치맛바,kimchi mat bar,キムチマッパ,泡菜鱼糕棒
,김치말이,kimchi mari,キムチマリ,泡菜卷
,김치만두,kimchi mandu,キムチマンドゥ,泡菜饺子
,김치만두,kimchi mandu,キムチマンドゥ,泡菜饺子
,김치만두우동,kimchi mandu udon,キムチマンドゥ・ウドン,泡菜饺子乌冬面
,김치면,kimchi myeon,キムチミョン,泡菜面
,김초밥,gim chobap,キムチョバプ,紫菜寿司
,김초밥,gim chobap,キムチョバプ,紫菜寿司卷
,김치라면,kimchi ramyeon,キムチラミョン,泡菜方便面
,김치라면정식,kimchi ramyeon jeongsik,キムチラミョン・ジョンシク,泡菜方便面套餐
,규동정식,gyudon jeongsik,キュドン・ジョンシク,牛肉盖饭套餐
,겨자채,gyeoja chae,キョジャチェ,芥末汁冷盘
,견과류 김밥,gyeongwaryu gimbap,キョングァリュギンパプ,坚果紫菜包饭
,경주빵,Gyeongju ppang,キョンジュパン,庆州饼
,경단,gyeongdan,キョンダン,琼团糕
,킹구,kinggu,キング ,棘鼬鳚
,킹크랩,king crab,キンクレプ,帝王蟹
,킹크랩과 상어지느러미,king crab gwa sangeo jineureomi,キンクレプクァ・サンオジヌロミ,帝王蟹和鱼翅
,킹크랩맛살샐러드,king crab matsal salad,キンクレプマッサル・セルロドゥ,帝王蟹肉沙拉
,킹팥빙수,king patbingsu,キンパッピンス,特大红豆刨冰
,김밥,gimbap,キンパプ,紫菜包饭
,김말이/마늘종튀김,gim mari/maneuljong twigim,キンマリ/マヌルチョンティギム,紫菜卷/炸蒜薹
,과일,gwail,クァイル,水果
,과일샐러드,gwail salad,クァイル・セルロドゥ,水果沙拉
,과일탕수육,gwail tangsuyuk,クァイル・タンスユク,水果糖醋肉
,과일주스,gwail juice,クァイルジュス,果汁
,과일화채,gwail hwachae,クァイルファチェ,水果甜茶
,꽈배기,kkwabaegi,クァベギ,麻花
,꽈배기도너츠,kkwabaegi doughnut,クァベギ・ドノツ,麻花甜甜圈
,과메기,gwamegi,クァメギ,冻秋刀鱼干
,꽈리고추멸치볶음,kkwarigochu myeolchi bokkeum,クァリゴチュミョルチボクム,尖椒炒海蜒
,광어,gwangeo,クァンオ,牙鮃
,광어파생강찜,gwangeo pa saenggang jjim,クァンオ・パ・センガンチム,葱姜炖牙鮃
,광어구이,gwangeo gui,クァンオグイ,烤牙鮃
,광어찜,gwangeo jjim,クァンオチム,辣炖牙鮃
,광어초밥,gwangeo chobap,クァンオチョバプ,牙鮃寿司
,광어회,gwangeo hoe,クァンオフェ,牙鮃生鱼片
,관자,gwanja,クァンジャ,干贝
,"관자,전복,새우볶음","gwanja, jeonbok, saeu bokkeum",クァンジャ、チョンボク、セウボクム,炒干贝、鲍鱼、虾仁
,관자고추볶음,gwanja gochu bokkeum,クァンジャゴチュ・ボクム,尖椒炒干贝
,관자살돌판구이,gwanjasal dolpan gui,クァンジャサル・ドルパングイ,石板烤干贝
,관자튀김,gwanja twigim,クァンジャティギム,炸干贝
,관자류,gwanja ryu,クァンジャリュ,干贝类
,광동식오리구이,Gwangdongsik ori gui,クァンドンシク・オリグイ,粤式烤鸭
,광동식상어지느러미요리,Gwangdongsik sangeo jineureomi yori,クァンドンシク・サンオジヌロミヨリ,粤式鱼翅料理
,광동식탕수육,Gwangdongsik tangsuyuk,クァンドンシク・タンスユク,粤式糖醋肉
,광동식두부찜,Gwangdongsik dubu jjim,クァンドンシク・トゥブチム,粤式炖豆腐
,광동탕수육,Gwangdong tangsuyuk,クァンドンタンスユク,粤式糖水肉
,구이상추쌈,gui sangchu ssam,クイサンチュサム,生菜包烤里脊配涮涮锅
,구이류,gui ryu,クイリュ,烧烤类
,구운어묵볶음,guun eomuk bokkeum,クウン・オムクポクム,烤炒鱼糕
,구운가지 샐러드,guun gaji salad,クウンガジ・セルロドゥ,烤茄子沙拉
,구운쥐포채,guun jwipo chae,クウンジポチェ,烤干细鳞鲀条
,구운닭가슴살과 데리야끼소스,guun dak gaseumsal gwa teriyaki sauce,クウンタッカスムサルグァ・デリヤキソス,烤鸡胸肉佐照烧酱
,구운단호박 샐러드,guun danhobak salad,クウンダンホバク・セルロドゥ,烤南瓜沙拉
,구운연어롤,guun yeoneo roll,クウンヨノロル,烤三文鱼寿司卷
,꿔바로우,guobaorou,クォバロウ,锅包肉
,꿩샤부샤부,kkwong shabu-shabu,クォン・シャブシャブ,山鸡肉涮涮锅
,꿩손통만두,kkwong son tong mandu,クォン・ソントンマンドゥ,手工山鸡肉饺子
,꿩냉면,kkwong naengmyeon,クォン・ネンミョン,山鸡肉冷面
,꿩백숙,kkwong baeksuk,クォン・ベクスク,药膳炖山鸡
,꿩만두전골,kkwong mandu jeongol,クォン・マンドゥ・ジョンゴル,山鸡肉饺子火锅
,꿩만둣국,kkwong mandu guk,クォン・マンドゥックク,山鸡肉饺子汤
,꿩고기,kkwonggogi,クォンゴギ,山鸡肉
,꿩탕,kkwong tang,クォンタン,山鸡汤
,꿩만두,kkwong mandu,クォンマンドゥ,山鸡肉饺子
,꿩메밀국수,kkwong memil guksu,クォンメミル・グクス,山鸡肉荞麦面
,꿩육회,kkwong yukhoe,クォンユッケ,生拌山鸡肉
,쿠키,cookie,クキ,曲奇饼干
,구기자갈비전골,gugija galbi jeongol,クギジャ・ガルビ・ジョンゴル,枸杞排骨火锅
,국산콩된장뚝배기,guksan kong doenjang ttukbaegi,ククサンコン・デンジャン・トゥクペギ,韩国黄豆大酱砂锅
,국산쌀,guksan ssal,ククサンサル,韩国米
,국산차,guksan cha,ククサンチャ,韩国茶
,국수,guksu,ククス,面
,국수전골,guksu jeongol,ククス・ジョンゴル,面条火锅
,국수정식,guksu jeongsik,ククス・ジョンシク,面套餐
,국수사리,guksu sari,ククスサリ,另加面条
,국수장국,guksu jangguk,ククスジャンクク,汤面
,국순당생막걸리,Kooksoondang Saengmakkoli,ククスンダン・センマッコルリ,麹醇堂生马格利酒
,국밥,gukbap,ククパプ,汤饭
,구절판,gujeolpan,クジョルパン,九折坂
,구슬,guseul,クスル,珍珠冰淇淋
,구슬아이스크림,guseul ice cream,クスルアイスクリム,珍珠冰淇淋
,구슬아이스크림프리팩,guseul ice cream pre-pack,クスルアイスクリム・プリペク,盒装珍珠冰淇淋
,국화차,gukhwa cha,クックァチャ,菊花茶
,구피와플,Gaufy waffle,クピワプル,Goofy华夫饼
,구포국수,Gupo guksu,クポグクス,龟浦面条
,금전우육,geumjeon uyuk,クムジョンウユク,金钱牛肉
,금전전복,geumjeon jeonbok,クムジョンジョンボク,金钱鲍鱼
,그라탕,gratin,クラタン,意式焗烤
,그라니니핑크자몽,Granini pink grapefruit,クラニニ・ピンクジャモン,Grannini西柚汁
,크림오므라이스,cream omurice,クリムオムライス,奶油蛋包饭
,크림전복,cream jeonbok,クリムジョンボク,奶油鲍鱼
,크림수프,cream soup,クリムスプ,奶油浓汤
,크림소스스파게티,cream sauce spaghetti,クリムソススパゲティ,奶油意大利面
,크림치즈,cream cheese,クリムチズ,奶油奶酪
,크림치즈빵,cream cheese ppang,クリムチズパン,奶油奶酪面包
,크림치즈 페이스츄리,cream cheese pastry,クリムチズペイスチュリ,奶油奶酪糕点
,크림치즈를 토핑한 옥수수피자,cream cheese reul topping han oksusu pizza,クリムチズルルトピンハン・オクススピジャ,奶油奶酪玉米披萨
,크림청경채,cream cheonggyeongchae,クリムチョンギョンチェ,奶油青梗菜
,그릴바비큐꼬치,grill barbecue kkochi,クリル・バベキュコチ,BBQ串
,그릴 불갈비 버거,grill bulgalbi burger,クリル・ブルガルビボゴ,烧烤排骨汉堡
,그릴소시지,grill sausage,クリルソシジ,烤香肠
,그릴치킨시즐팬,grill chicken sizzle pan,クリルチキン・シジュルペン,Sizzlepan烤鸡
,크림빵,cream ppang,クリンパン,奶油面包
,그린피그왕갈비,Green Pig wanggalbi,グリンピグワンガルビ,格林菲歌大猪排
,크림브로콜리수프,cream broccoli soup,クリンブロコルリスプ,西兰花奶油浓汤
,굴칼국수,gul kalguksu,クル・カルグクス,牡蛎刀切面
,굴국밥,gul gukbap,クル・グクパプ,牡蛎汤饭
,굴전골,gul jeongol,クル・ジョンゴル,牡蛎火锅
,굴순두부,gul sundubu,クル・スンドゥブ,牡蛎嫩豆腐锅
,굴비빔밥,gul bibimbap,クル・ビビンパプ,牡蛎拌饭
,굴해장국,gul haejangguk,クル・ヘジャンクク,牡蛎醒酒汤
,굴해초돌솥밥,gul haecho dolsotbap,クル・ヘチョ・ドルソッパプ,牡蛎海草石锅饭
,굴해물칼국수,gul haemul kalguksu,クル・ヘムル・カルグクス,牡蛎海鲜刀切面
,굴보쌈,gul bossam,クル・ボサム,菜包牡蛎
,굴버섯돌솥밥,gul beoseot dolsotbap,クル・ボソッ・トルソッパプ,牡蛎蘑菇石锅饭
,굴매생이부침개,gul maesaengi buchimgae,クル・メセンイブチムゲ,牡蛎海藻煎饼
,굴기름쇠고기야채,gul gireum soegogi yachae,クルギルム・セゴギヤチェ,蚝油牛肉蔬菜
,굴국밥정식,gul gukbap jeongsik,クルグクパプチョンシク,牡蛎汤饭套餐
,굴그라탕,gul gratin,クルグラタン,意式焗牡蛎
,굴젓갈백반,gul jeotgal baekban,クルジョッカル・ベクパン,牡蛎酱家常套餐
,굴전,gul jeon,クルジョン,牡蛎煎饼
,굴탕,gul tang,クルタン,牡蛎汤
,굴탕수,gul tangsu,クルタンス,糖醋牡蛎
,굴찜,gul jjim,クルチム,清蒸牡蛎
,굴찜정식,gul jjim jeongsik,クルチム・ジョンシク,清蒸牡蛎套餐
,꿀차,kkul cha,クルチャ,蜂蜜茶
,굴짬뽕,gul jjamppong,クルチャンポン,牡蛎炒码面
,꿀떡,kkultteok,クルトク,蜜糕
,굴나베정식,gul nabe jeongsik,クルナベ・ジョンシク,牡蛎锅套餐
,굴파전,gul pajeon,クルパジョン,牡蛎葱煎饼
,굴밥,gul bap,クルバプ,牡蛎饭
,굴비생선구이백반,gulbi saengseon gui baekban,クルビセンソングイ・ベクパン,烤干黄花鱼家常套餐
,굴비백반,gulbi baekban,クルビベクパン,干黄花鱼家常套餐
,굴회,gul hoe,クルフェ,牡蛎刺身
,굴회무침,gul hoe muchim,クルフェムチム,凉拌牡蛎刺身
,굴부침개,gul buchimgae,クルブチムゲ,牡蛎煎饼
,굴해물삼계탕,gul haemul samgyetang,クルヘムル・サムゲタン,牡蛎海鲜参鸡汤
,굴해물전,gul haemul jeon,クルヘムルジョン,牡蛎海鲜煎饼
,굴해물파전,gul haemul pajeon,クルヘムルパジョン,牡蛎海鲜葱煎饼
,꿀호떡,kkul hotteok,クルホトク,蜂蜜糖饼
,쿨믹스,Cool Mix,クルミクス,cool mix速溶咖啡
,쿨믹스커피,Cool Mix Coffee,クルミクスコピ,cool mix速溶咖啡
,굴무침,gul muchim,クルムチム,凉拌牡蛎
,굴물회,gul mulhoe,クルムルフェ,水拌牡蛎刺身
,굴낙전골,gul nak jeongol,クルラク・チョンゴル,牡蛎章鱼火锅
,클럽샌드위치 ,club sandwich,クルロプセンドゥウィチ,俱乐部三明治
,클로렐라냉면,chlorella naengmyeon,クルロレルラ・ネンミョン,小球藻冷面
,크랩와사비샌드위치,crab wasabi sandwich,クレプワサビ・センドゥウィチ,蟹肉芥末三明治
,크렌베리바게트,cranberry baguette,クレンベリバケトゥ,蔓越莓法式面包
,크로칸트롤,croquant roll,クロカントゥロル,坚果卷
,꾸러기핫도그,kkureogi hot dog,クロギハットグ,热狗
,구로쇼우네기라멘,kuro shoyu negi ramen,クロショウネギ・ラメン,酱油葱丝拉面
,크로와상샌드위치,croissant sandwich,クロワサン・センドゥウィチ,可颂三明治
,큰길찐만두(소),Keungil Jjin Mandu (so),クンギルチンマンドゥ（ソ）,肯吉蒸饺(小）
,군고구마,gun goguma,クンゴグマ,烤红薯
,궁중삼품냉채,gungjung sampum naengchae,クンジュン・サンプムネンチェ,宫廷三色冷盘
,궁중전골,gungjung jeongol,クンジュン・ジョンゴル,宫廷火锅
,궁중전통식혜,gungjung jeontong sikhye,クンジュン・ジョントン・シッケ,宫廷传统甜米露
,궁중신선로,gungjung sinseollo,クンジュン・シンソルロ,宫廷神仙炉
,궁중한정식,gungjung Hanjeongsik,クンジュン・ハンジョンシク,宫廷韩定食
,궁중가평식혜,Gungjung Gapyeong Sikhye,クンジュンガピョン・シッケ,宫廷加平甜米露
,궁중잡채,gungjung japchae,クンジュンジャプチェ,宫廷杂菜
,궁중떡볶이,gungjung tteokbokki,クンジュントクポキ,宫廷炒年糕 
,궁중불고기정식,gungjung bulgogi jeongsik,クンジュンブルゴギ・ジョンシク,宫廷烤牛肉套餐
,궁중요리,gungjung yori,クンジュンヨリ,宫廷料理
,큰새우철판칠리소스,keun saeu cheolpan chili sauce,クンセウチョルパン・チルリソス,铁板香辣茄汁大虾
,국내맥주 ,gungnae maekju ,クンネメクチュ,韩国啤酒
,국내맥주-하이트,gungnae maekju - Hite,クンネメクチュ - ハイトゥ,韩国啤酒Hite
,국내맥주-카스,gungnae maekju - Cass,クンネメクチュ- カス,韩国啤酒Cass
,군밤,gun bam,クンバム,烤板栗
,큰버섯차돌구이,keun beoseot chadol gui,クンボソッ・チャドルグイ,大蘑菇烤牛胸肉
,군만두,gun mandu,クンマンドゥ,煎饺
,군만두,gun mandu,クンマンドゥ,煎饺
,큰멸치된장찌개,keunmyeolchi doenjang jjigae,クンミョルチ・デンジャンチゲ,鳀鱼大酱汤
,국물떡볶이,gungmul tteokbokki,クンムル・トクポキ,汤式辣炒年糕
,게알제비집,ge al jebijip,ケアルジェビジプ,蟹黄燕窝
,케이준샐러드,Cajun salad,ケイジュン・セルロドゥ,炸鸡沙拉
,케이준후라이드치킨샐러드,Cajun fried chicken salad,ケイジュン・フライドゥチキンセルロドゥ,炸鸡沙拉
,케이준치킨샐러드,Cajun chicken salad,ケイジュンチキン・セルロドゥ,炸鸡沙拉
,케일주스,kale juice,ケイルジュス,芹菜汁
,게살상어지느러미수프,gesal sangeo jineureomi soup,ケサル・サンオジヌロミスプ,蟹肉鱼翅浓汤
,게살&날치알크림,gesal & nalchial cream,ケサル・ナルチアルクリム,蟹肉飞鱼子奶油
,게살&날치알크림리조또,gesal & nalchial cream risotto,ケサル・ナルチアルクリム・リジョト,蟹肉飞鱼子奶油意式焗饭
,게살&날치알크림리조또,gesal & nalchial cream risotto,ケサル・ナルチアルクリム・リジョト,蟹肉&飞鱼子奶油意式焗饭
,게살볶음밥,gesal bokkeumbap,ケサル・ボクンバプ,蟹肉炒饭
,게살옥수수수프,gesal oksusu soup,ケサルオクスススプ,蟹肉玉米浓汤
,게살과 상어지느러미,gesal gwa sangeo jineureomi,ケサルグァ・サンオジヌロミ,蟹肉鱼翅
,게살크림고로케,gesal cream croquette,ケサルクリムゴロケ,蟹肉奶油可乐饼
,게살제비집수프,gesal jebijip soup,ケサルジェビジプ・スプ,燕窝蟹肉浓汤
,게살죽,gesal juk,ケサルジュク,蟹肉粥
,게살수프,gesal soup,ケサルスプ,蟹肉浓汤
,게살치즈죽,gesal cheese juk,ケサルチズジュク,蟹肉奶酪粥
,게살두부,gesal dubu,ケサルドゥブ,蟹肉豆腐
,게살두부수프,gesal dubu soup,ケサルドゥブスプ,蟹肉豆腐浓汤
,게살발채수프,gesal balchae soup,ケサルバルチェ・スプ,蟹肉发菜浓汤
,게살야채수프,gesal yachae soup,ケサルヤチェスプ,蟹肉蔬菜浓汤
,게살요리,gesal yori,ケサルヨリ,蟹肉菜肴
,게장,gejang,ケジャン,酱蟹
,게장정식,gejang jeongsik,ケジャン・ジョンシク,酱蟹套餐
,캐슈넛새우,cashew nut saeu,ケシュノッセウ,腰果虾仁
,케슈너트닭고기볶음,cashew nut dakgogi bokkeum,ケシュノトゥ・ダッコギボクム,腰果鸡丁
,계절과일,gyejeol gwail,ケジュルグァイル,时令水果
,계절생과일주스,gyejeol saenggwail juice,ケジョル・セングァイルジュス,时令鲜果汁
,계절매운탕,gyejeol maeuntang,ケジョル・メウンタン,时令辣味鱼汤
,계절겉절이,gyejeol geotjeori,ケジョルゴッチョリ,时令鲜辣白菜
,계절죽,gyejeol juk,ケジョルジュク,时令粥
,계절샐러드,gyejeol salad,ケジョルセルロドゥ,时令沙拉
,"계절차, 떡 또는 한과","gyejeol cha, tteok ttoneun hangwa",ケジョルチャ、トクトヌン・ハングァ,时令茶、年糕、韩果
,계절특선메뉴,gyejeol teukseon menu,ケジョルトゥクソンメニュ,时令精选菜单
,계절별미,gyejeol byeolmi,ケジョルビョルミ,时令风味
,"계절빙과채, 떡 또는 한과","gyejeol binggwachae, tteok ttoneun hangwa",ケジョルビングァチェ、トクトヌン・ハングァ,时令水果冰沙、年糕、韩果
,개성보쌈김치,Gaeseong bossam kimchi,ケソン・ボサムギムチ,开城包卷泡菜
,개성순대제육보쌈,Gaeseong sundae jeyuk bossam,ケソンスンデ・ジェユクポサム,开城血肠配菜包辣炒猪肉
,개성나물,Gaeseong namul,ケソンナムル,开城凉拌菜
,개성약과,Gaeseong yakgwa,ケソンヤックァ,开城药果(蜜油饼）
,깨찰빵,kkae chal ppang,ケチャルパン,芝麻糯米面包
,깨찰호떡,kkae chal hotteok,ケチャルホトク,芝麻糯米糖饼
,갯장어샤부샤부,gaetjangeo shabu-shabu,ケッチャンオ・シャブシャブ,海鳗涮涮锅
,케밥,kebob,ケバプ,土耳其卷饼
,게발튀김,gebal twigim,ケバルティギム,炸蟹脚
,계피차,gyepi cha,ケピチャ,桂皮茶
,계피약과,gyepi yakgwa,ケピヤックァ,桂皮药果(蜜油饼)
,개불,gaebul,ケブル,海肠
,게맛살 튀김과 칠리소스 ,gematsal twigim gwa chili sauce,ケマッサルティギムグァ・チルリソス,炸蟹肉棒配辣椒酱
,게맛살냉채,gematsal naengchae,ケマッサルネンチェ,蟹肉棒冷盘
,계란,gyeran,ケラン,鸡蛋
,계란,gyeran,ケラン,鸡蛋
,계란탕,gyeran tang,ケランタン,鸡蛋汤
,계란찜,gyeran jjim,ケランチム,鸡蛋羹
,계란찜추가,gyeran jjim chuga,ケランチムチュガ,另加鸡蛋羹
,계란떡볶이,gyeran tteokbokki,ケラントクポキ,鸡蛋辣炒年糕
,계란빵,gyeran ppang,ケランパン,鸡蛋面包
,계란후라이,gyeran fry,ケランフライ,煎鸡蛋
,계란말이,gyeran mari,ケランマリ,鸡蛋卷
